City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Broome,US,2021-07-14 04:18:11,42.2506,-75.833,71.02,89,90,1.99
297,Chiang Klang,TH,2021-07-14 04:22:39,19.2938,100.8617,87.13,62,50,3.42
298,Puerto Carreno,CO,2021-07-14 04:18:20,6.189,-67.4859,75.97,91,99,3.06
299,Kurchum,KZ,2021-07-14 04:22:40,48.5722,83.6542,73.98,39,91,12.59
300,Apatin,RS,2021-07-14 04:22:40,45.6711,18.9847,73.27,45,77,8.05
301,Kanniyakumari,IN,2021-07-14 04:22:40,8.0833,77.5667,83.01,68,100,19.84
302,Yatsushiro,JP,2021-07-14 04:22:41,32.5,130.6,91.8,61,13,4.25
303,Banda Aceh,ID,2021-07-14 04:19:03,5.5577,95.3222,85.19,67,58,13.33
304,Atambua,ID,2021-07-14 04:22:41,-9.1061,124.8925,83.75,51,61,2.15
305,San Martin,AR,2021-07-14 04:22:41,-33.081,-68.4681,46.94,40,0,6.24
306,Pangkalanbuun,ID,2021-07-14 04:22:41,-2.6833,111.6167,71.76,98,100,4.61
307,Miri,MY,2021-07-14 04:22:42,4.4148,114.0089,87.94,74,40,8.05
308,Loncoche,CL,2021-07-14 04:22:42,-39.3667,-72.6333,39.88,98,34,1.34
309,Pelym,RU,2021-07-14 04:22:42,61.0108,61.9978,59.99,40,0,5.7
310,Lavrentiya,RU,2021-07-14 04:16:50,65.5833,-171.0,48.81,84,76,6.71
311,Dukat,RU,2021-07-14 04:22:43,62.55,155.55,67.82,40,98,8.34
312,Krutinka,RU,2021-07-14 04:22:43,56.0055,71.5113,48.29,89,100,19.64
313,Port Elizabeth,ZA,2021-07-14 04:17:31,-33.918,25.5701,46.69,71,40,9.22
314,Saint-Georges,GD,2021-07-14 04:22:43,12.0564,-61.7485,77.74,85,28,11.3
315,Sukhothai,TH,2021-07-14 04:22:44,17.25,99.6667,93.81,79,40,2.3
316,Balabac,PH,2021-07-14 04:22:44,7.9868,117.0645,84.61,74,41,5.32
317,Baruun-Urt,MN,2021-07-14 04:22:44,46.6806,113.2792,86.16,41,1,12.86
318,Pudozh,RU,2021-07-14 04:22:45,61.8099,36.5345,71.71,60,64,2.55
319,Ranau,MY,2021-07-14 04:22:45,5.9538,116.6641,81.25,61,69,2.3
320,West Wendover,US,2021-07-14 04:22:45,40.7391,-114.0733,88.81,19,1,5.75
321,Panjab,AF,2021-07-14 04:22:45,34.388,67.0233,64.74,32,0,4.32
322,Chapais,CA,2021-07-14 04:17:48,49.7834,-74.8492,65.98,78,96,9.31
323,Pitimbu,BR,2021-07-14 04:22:46,-7.4706,-34.8086,73.99,83,16,10.38
324,Patiya,BD,2021-07-14 04:22:46,22.2931,91.9762,87.75,70,40,11.5
325,Kondinskoye,RU,2021-07-14 04:22:46,59.6481,67.41,54.05,44,13,17.69
326,Silikatnyy,RU,2021-07-14 04:22:47,53.9896,48.3275,72.72,81,88,4.94
327,Torbay,CA,2021-07-14 04:17:41,47.6666,-52.7314,49.75,90,75,8.05
328,Krasnyy Chikoy,RU,2021-07-14 04:22:47,50.3643,108.7512,69.12,72,71,11.16
329,Knysna,ZA,2021-07-14 04:22:47,-34.0363,23.0471,43.18,81,9,6.26
330,Rock Sound,BS,2021-07-14 04:22:47,24.9,-76.2,81.59,82,6,17.25
331,Namatanai,PG,2021-07-14 04:18:24,-3.6667,152.4333,84.56,69,33,12.84
332,Gazanjyk,TM,2021-07-14 04:22:48,39.2446,55.5154,85.73,51,27,5.88
333,Fort-Shevchenko,KZ,2021-07-14 04:22:48,44.5086,50.263,80.06,48,99,5.59
334,Robe,AU,2021-07-14 04:22:48,-37.1833,139.75,58.44,83,99,20.13
335,Requena,ES,2021-07-14 04:22:48,39.4883,-1.1004,61.72,63,19,4.92
336,Fort Smith,US,2021-07-14 04:22:49,35.3859,-94.3986,80.64,72,1,1.99
337,Phangnga,TH,2021-07-14 04:22:49,8.4509,98.5298,87.91,61,96,3.44
338,Evensk,RU,2021-07-14 04:22:49,61.95,159.2333,53.73,88,97,7.92
339,Georgiyevka,KZ,2021-07-14 04:22:50,43.0369,74.7114,75.24,53,40,6.71
340,Iqaluit,CA,2021-07-14 04:17:03,63.7506,-68.5145,44.33,93,90,10.0
341,Nagato,JP,2021-07-14 04:18:28,34.3833,131.2,85.91,73,10,5.35
342,Tual,ID,2021-07-14 04:22:50,-5.6667,132.75,81.18,81,93,16.87
343,Marystown,CA,2021-07-14 04:22:50,47.1666,-55.1483,52.65,85,34,2.64
344,Tambura,SS,2021-07-14 04:22:50,5.6,27.4667,64.15,92,90,3.02
345,Launceston,AU,2021-07-14 04:18:42,-41.45,147.1667,51.8,94,75,1.01
346,Hamilton,US,2021-07-14 04:13:31,39.1834,-84.5333,72.55,94,20,0.0
347,Dunedin,NZ,2021-07-14 04:17:34,-45.8742,170.5036,50.81,46,96,4.0
348,Kattivakkam,IN,2021-07-14 04:22:51,13.2167,80.3167,87.89,60,100,12.97
349,Saint-Leu,RE,2021-07-14 04:18:52,-21.15,55.2833,68.83,73,39,2.91
350,Wajima,JP,2021-07-14 04:22:51,37.4,136.9,83.08,78,75,5.75
351,Hurghada,EG,2021-07-14 04:22:51,27.2574,33.8129,84.24,34,0,13.8
352,Talcahuano,CL,2021-07-14 04:22:52,-36.7167,-73.1167,38.88,93,0,4.61
353,Serra Talhada,BR,2021-07-14 04:21:47,-7.9919,-38.2983,64.0,87,6,7.23
354,Jining,CN,2021-07-14 04:22:52,35.405,116.5814,96.28,51,72,11.88
355,Ketchikan,US,2021-07-14 04:22:52,55.3422,-131.6461,57.67,88,75,11.5
356,Whitehorse,CA,2021-07-14 04:22:53,60.7161,-135.0538,61.57,48,75,5.99
357,Ajdabiya,LY,2021-07-14 04:22:53,30.7554,20.2263,76.68,60,0,6.4
358,Chimbarongo,CL,2021-07-14 04:22:53,-34.7,-71.05,37.72,82,1,2.19
359,Maamba,ZM,2021-07-14 04:22:54,-17.3667,27.15,58.84,41,17,5.48
360,Jalu,LY,2021-07-14 04:22:54,29.0331,21.5482,79.83,41,0,4.72
361,Rawson,AR,2021-07-14 04:17:52,-43.3002,-65.1023,46.89,57,100,10.76
362,Iksha,RU,2021-07-14 04:22:55,56.1667,37.5167,79.9,67,0,4.12
363,Karratha,AU,2021-07-14 04:18:25,-20.7377,116.8463,77.4,50,100,10.38
364,Punta Cardon,VE,2021-07-14 04:22:55,11.6581,-70.215,79.32,83,91,24.38
365,Barda,AZ,2021-07-14 04:22:55,40.3744,47.1267,74.48,40,90,5.17
366,Tigil,RU,2021-07-14 04:22:55,57.8,158.6667,59.32,95,100,4.43
367,Pasni,PK,2021-07-14 04:22:56,25.2631,63.471,89.37,68,93,4.21
368,Terme,TR,2021-07-14 04:22:56,41.2092,36.9739,75.96,73,0,4.47
369,Mananara,MG,2021-07-14 04:22:56,-16.1667,49.7667,66.51,94,32,5.14
370,Pathein,MM,2021-07-14 04:17:18,16.7833,94.7333,87.76,65,41,6.69
371,Voi,KE,2021-07-14 04:22:57,-3.3945,38.563,68.23,79,94,9.22
372,Revelstoke,CA,2021-07-14 04:22:57,50.9832,-118.2023,73.42,68,1,2.3
373,Apt,FR,2021-07-14 04:22:57,43.8833,5.4,58.64,90,17,6.15
374,Vestmanna,FO,2021-07-14 04:17:21,62.1564,-7.1664,49.12,100,90,12.66
375,Neiafu,TO,2021-07-14 04:22:58,-18.65,-173.9833,77.68,94,75,0.0
376,Newtownards,GB,2021-07-14 04:22:58,54.5924,-5.6909,57.15,90,90,2.3
377,Dzaoudzi,YT,2021-07-14 04:22:58,-12.7887,45.2699,73.29,88,75,10.36
378,Oliveira De Azemeis,PT,2021-07-14 04:22:59,40.841,-8.4756,58.82,90,3,2.57
379,Guararapes,BR,2021-07-14 04:22:59,-21.2608,-50.6428,62.64,40,0,7.54
380,Mirnyy,RU,2021-07-14 04:22:59,62.5353,113.9611,70.3,63,100,4.76
381,Goure,NE,2021-07-14 04:23:00,13.9835,10.2704,79.02,45,20,6.53
382,Onega,RU,2021-07-14 04:23:00,63.9061,38.1404,67.19,61,27,1.97
383,Luwuk,ID,2021-07-14 04:23:00,-0.9516,122.7875,76.32,94,100,8.86
384,Egvekinot,RU,2021-07-14 04:23:01,66.3167,-179.1667,57.92,64,97,5.61
385,Sebu,PH,2021-07-14 04:23:01,6.22,124.6936,79.7,75,83,1.21
386,Kropotkin,RU,2021-07-14 04:23:01,45.4375,40.5756,73.29,49,8,8.95
387,Zhigansk,RU,2021-07-14 04:23:01,66.7697,123.3711,66.63,71,49,20.29
388,Grindavik,IS,2021-07-14 04:16:55,63.8424,-22.4338,49.55,93,75,14.97
389,Verkhnyaya Toyma,RU,2021-07-14 04:23:02,62.2349,44.9985,69.67,82,4,2.3
390,Paris,FR,2021-07-14 04:20:05,48.8534,2.3488,60.58,96,75,3.0
391,Jhelum,PK,2021-07-14 04:23:02,32.9331,73.7264,86.41,65,70,9.69
392,Ndele,CF,2021-07-14 04:23:02,8.4109,20.6473,68.76,98,100,2.1
393,Shepsi,RU,2021-07-14 04:23:03,44.0361,39.1489,75.72,81,28,3.13
394,Dekernes,EG,2021-07-14 04:23:03,31.0876,31.595,76.89,73,0,3.42
395,Jumla,NP,2021-07-14 04:15:12,29.2747,82.1838,64.76,85,100,1.34
396,Lagoa,PT,2021-07-14 04:16:46,39.05,-27.9833,68.59,79,97,15.39
397,Lewisporte,CA,2021-07-14 04:23:03,49.2499,-55.0482,55.78,78,18,7.31
398,Dudinka,RU,2021-07-14 04:18:49,69.4058,86.1778,49.48,49,54,5.55
399,Sistranda,NO,2021-07-14 04:23:04,63.7256,8.834,58.96,88,100,12.41
400,Ossora,RU,2021-07-14 04:23:04,59.2353,163.0719,60.93,82,78,4.47
401,Biak,ID,2021-07-14 04:18:50,-0.9131,122.8766,74.98,93,100,10.85
402,Sambava,MG,2021-07-14 04:23:04,-14.2667,50.1667,68.59,84,29,8.23
403,Beaufort,MY,2021-07-14 04:20:57,5.3473,115.7455,86.16,59,76,4.36
404,Port Hedland,AU,2021-07-14 04:23:05,-20.3167,118.5667,80.65,50,90,10.36
405,Dekar,BW,2021-07-14 04:23:05,-21.5333,21.9333,32.23,60,0,8.88
406,Teguldet,RU,2021-07-14 04:23:05,57.3064,88.1667,75.96,63,25,5.95
407,Te Anau,NZ,2021-07-14 04:17:52,-45.4167,167.7167,41.41,96,100,8.7
408,Bryan,US,2021-07-14 04:23:06,30.6744,-96.37,73.15,90,1,3.44
409,Moranbah,AU,2021-07-14 04:23:06,-22.0016,148.0466,79.68,39,3,7.58
410,Porto Velho,BR,2021-07-14 04:23:06,-8.7619,-63.9039,71.65,88,0,2.3
411,Rosetta,EG,2021-07-14 04:23:07,31.4044,30.4164,80.42,66,0,9.91
412,Vasyshcheve,UA,2021-07-14 04:23:07,49.8285,36.3269,70.48,64,0,4.47
413,Manzil Kamil,TN,2021-07-14 04:23:07,35.6248,10.6673,76.44,61,0,21.85
414,Utete,TZ,2021-07-14 04:23:07,-7.986,38.758,68.56,96,50,1.03
415,Nouakchott,MR,2021-07-14 04:23:08,18.0858,-15.9785,76.93,84,86,16.02
416,Ranong,TH,2021-07-14 04:23:08,9.9658,98.6348,87.73,72,84,7.4
417,Frejus,FR,2021-07-14 04:23:08,43.4329,6.7352,66.0,69,57,10.0
418,Turbat,PK,2021-07-14 04:23:09,26.0023,63.044,94.3,51,100,3.65
419,Almaznyy,RU,2021-07-14 04:23:09,48.0448,40.045,73.54,50,0,8.88
420,Homer,US,2021-07-14 04:23:09,59.6425,-151.5483,61.09,89,75,9.22
421,Kavieng,PG,2021-07-14 04:19:00,-2.5744,150.7967,85.21,69,37,16.28
422,Abalak,RU,2021-07-14 04:23:09,58.1286,68.5944,53.71,50,100,15.35
423,Bilibino,RU,2021-07-14 04:18:14,68.0546,166.4372,63.54,60,69,8.16
424,Morant Bay,JM,2021-07-14 04:19:05,17.8815,-76.4093,82.02,87,16,11.36
425,Idaho Falls,US,2021-07-14 04:23:10,43.4666,-112.0341,73.0,48,75,3.0
426,Constantine,DZ,2021-07-14 04:23:10,36.365,6.6147,65.61,88,75,4.61
427,Kulhudhuffushi,MV,2021-07-14 04:23:10,6.6221,73.07,82.26,79,58,12.82
428,Una,IN,2021-07-14 04:23:11,20.8167,71.0333,84.61,75,77,8.84
429,Saint-Louis,SN,2021-07-14 04:23:11,16.3333,-15.0,79.86,67,58,15.77
430,Uyskoye,RU,2021-07-14 04:23:11,54.3775,60.0047,56.16,50,22,11.39
431,Bubaque,GW,2021-07-14 04:23:12,11.2833,-15.8333,79.56,83,95,12.1
432,Port Macquarie,AU,2021-07-14 04:17:37,-31.4333,152.9167,60.39,54,100,5.28
433,Naze,JP,2021-07-14 04:23:12,28.3667,129.4833,85.12,75,100,8.3
434,Novyy Urengoy,RU,2021-07-14 04:23:12,66.0833,76.6333,50.04,47,7,7.65
435,Gbarnga,LR,2021-07-14 04:23:12,6.9956,-9.4722,70.02,99,81,1.3
436,Luganville,VU,2021-07-14 04:17:40,-15.5333,167.1667,78.75,86,93,14.29
437,Nador,MA,2021-07-14 04:23:13,35.174,-2.9287,68.25,77,75,0.0
438,La Libertad,EC,2021-07-14 04:20:58,-2.2333,-80.9,69.62,84,99,8.79
439,Balykshi,KZ,2021-07-14 04:23:13,47.0667,51.8667,82.4,28,0,4.47
440,Skjervoy,NO,2021-07-14 04:23:13,70.0311,20.9714,51.8,91,100,7.65
441,Honghu,CN,2021-07-14 04:23:13,29.8206,113.4621,93.06,59,11,16.82
442,Salta,AR,2021-07-14 04:23:14,-24.7859,-65.4117,59.59,68,90,1.99
443,Mabay,PH,2021-07-14 04:23:14,6.0577,124.4666,85.32,72,77,5.91
444,Tingi,TZ,2021-07-14 04:23:14,-11.3,35.0333,57.43,84,22,3.67
445,Provideniya,RU,2021-07-14 04:17:01,64.3833,-173.3,46.51,81,20,11.18
446,Nome,US,2021-07-14 04:17:06,64.5011,-165.4064,57.16,71,90,8.05
447,Ternate,ID,2021-07-14 04:23:14,0.8,127.4,83.01,75,78,2.95
448,Richards Bay,ZA,2021-07-14 04:18:38,-28.783,32.0377,58.24,49,45,14.05
449,Alice Springs,AU,2021-07-14 04:13:47,-23.7,133.8833,83.75,17,8,18.41
450,Pevek,RU,2021-07-14 04:17:13,69.7008,170.3133,44.06,83,87,5.32
451,Fenoarivo Atsinanana,MG,2021-07-14 04:23:15,-17.3667,49.4167,65.68,91,55,6.26
452,Abu Dhabi,AE,2021-07-14 04:21:17,24.4667,54.3667,95.11,43,56,12.66
453,Nowogard,PL,2021-07-14 04:23:15,53.6744,15.1163,71.38,83,0,5.75
454,Rundu,NA,2021-07-14 04:23:15,-17.9333,19.7667,46.09,47,37,9.1
455,Novopokrovka,UA,2021-07-14 04:23:16,49.8425,36.5477,70.18,60,0,4.63
456,Vila Do Maio,CV,2021-07-14 04:23:16,15.1333,-23.2167,75.99,88,100,10.63
457,Vilhena,BR,2021-07-14 04:21:04,-12.7406,-60.1458,67.24,52,0,3.09
458,Sorong,ID,2021-07-14 04:23:16,-0.8833,131.25,82.71,78,72,2.3
459,Monforte De Lemos,ES,2021-07-14 04:23:17,42.5216,-7.5142,58.28,98,54,0.78
460,Campbell River,CA,2021-07-14 04:23:17,50.0163,-125.2446,74.73,48,20,5.75
461,Soyo,AO,2021-07-14 04:23:17,-6.1349,12.3689,72.01,86,76,7.61
462,Oranjemund,NA,2021-07-14 04:23:18,-28.55,16.4333,49.98,48,0,7.05
463,Yarke Pole,UA,2021-07-14 04:23:18,45.608,34.3172,75.67,68,9,8.93
464,Santa Marta,CO,2021-07-14 04:23:18,11.2408,-74.199,79.34,80,71,11.83
465,Tura,IN,2021-07-14 04:17:53,25.5198,90.2201,79.59,81,100,6.2
466,Lorengau,PG,2021-07-14 04:18:36,-2.0226,147.2712,85.32,72,56,12.06
467,Hay River,CA,2021-07-14 04:16:43,60.8156,-115.7999,76.98,41,20,8.05
468,Sawakin,SD,2021-07-14 04:18:38,19.1059,37.3321,91.81,42,68,6.73
469,Uruguaiana,BR,2021-07-14 04:23:19,-29.7547,-57.0883,66.13,82,0,8.05
470,Beringovskiy,RU,2021-07-14 04:18:22,63.05,179.3167,54.39,78,81,4.03
471,Altamont,US,2021-07-14 04:23:19,42.2068,-121.7372,78.76,36,1,10.36
472,Svetlyy,RU,2021-07-14 04:23:19,54.675,20.1347,66.25,91,2,6.35
473,Sinop,TR,2021-07-14 04:23:20,41.7711,34.8709,68.43,69,0,3.15
474,La Union,PE,2021-07-14 04:23:20,-5.4,-80.75,67.77,74,8,11.68
475,Banjar,ID,2021-07-14 04:23:20,-8.19,114.9675,82.26,50,74,1.23
476,Farafangana,MG,2021-07-14 04:23:20,-22.8167,47.8333,64.29,88,4,4.68
477,Mbigou,GA,2021-07-14 04:23:21,-1.9005,11.906,61.79,99,23,1.43
478,Mount Isa,AU,2021-07-14 04:23:21,-20.7333,139.5,85.77,19,3,14.97
479,Jiangyou,CN,2021-07-14 04:23:21,31.7667,104.7167,86.2,73,99,4.45
480,Pisco,PE,2021-07-14 04:18:58,-13.7,-76.2167,64.02,86,48,1.5
481,Volsk,RU,2021-07-14 04:23:22,52.0333,47.3833,72.97,73,28,5.21
482,Chicama,PE,2021-07-14 04:23:22,-7.8447,-79.1469,65.17,83,38,6.17
483,Bay-Khaak,RU,2021-07-14 04:23:27,51.1667,94.5,78.01,36,10,4.18
484,Mercedes,AR,2021-07-14 04:23:28,-34.6515,-59.4307,48.83,71,100,8.14
485,Irati,BR,2021-07-14 04:23:28,-25.4672,-50.6511,52.29,84,94,1.07
486,Zambezi,ZM,2021-07-14 04:23:28,-13.5432,23.1047,49.89,66,3,3.85
487,Shelburne,CA,2021-07-14 04:16:42,44.0787,-80.2041,67.89,100,99,11.14
488,Gimli,CA,2021-07-14 04:19:12,50.6336,-96.9907,68.02,60,82,3.44
489,Svarychiv,UA,2021-07-14 04:23:29,48.9622,24.1966,61.83,77,0,3.91
490,Dingle,PH,2021-07-14 04:17:19,10.9995,122.6711,88.29,64,57,4.99
491,Poopo,BO,2021-07-14 04:23:29,-18.3667,-66.9667,43.68,33,74,1.97
492,Muli,MV,2021-07-14 04:23:29,2.9167,73.5667,81.41,77,99,4.54
493,Fortuna,US,2021-07-14 04:17:05,40.5982,-124.1573,62.42,90,90,1.01
494,Roald,NO,2021-07-14 04:18:15,62.5833,6.1333,62.91,94,75,11.5
495,Bandarbeyla,SO,2021-07-14 04:18:04,9.4942,50.8122,82.29,60,100,28.54
496,Najran,SA,2021-07-14 04:23:30,17.4924,44.1277,88.45,27,99,4.83
497,Galle,LK,2021-07-14 04:23:30,6.0367,80.217,81.73,81,100,14.88
498,San-Pedro,CI,2021-07-14 04:23:30,4.7485,-6.6363,75.11,87,96,8.88
499,Durdevo,RS,2021-07-14 04:23:30,45.3247,20.0647,82.6,44,23,11.99
500,Cordoba,AR,2021-07-14 04:19:54,-31.4135,-64.1811,55.76,46,75,4.0
501,Asosa,ET,2021-07-14 04:23:31,10.0667,34.5333,59.99,94,100,3.24
502,Unity,CA,2021-07-14 04:23:31,52.4501,-109.1682,64.74,56,90,6.91
503,Puerto Ayacucho,VE,2021-07-14 04:23:31,5.6639,-67.6236,74.32,94,100,2.53
504,La Orilla,MX,2021-07-14 04:23:32,17.9833,-102.2333,79.79,87,100,3.98
505,Oistins,BB,2021-07-14 04:23:32,13.0667,-59.5333,80.69,78,40,17.27
506,Yangjiang,CN,2021-07-14 04:23:32,21.85,111.9667,93.94,63,89,8.19
507,Guasdualito,VE,2021-07-14 04:23:33,7.2424,-70.7324,69.91,94,37,0.54
508,Portland,US,2021-07-14 04:17:55,45.5234,-122.6762,77.59,59,1,1.99
509,Port Hardy,CA,2021-07-14 04:18:23,50.6996,-127.4199,59.18,82,75,12.66
510,Bezhetsk,RU,2021-07-14 04:23:33,57.7851,36.6965,70.12,76,70,1.66
511,Hobyo,SO,2021-07-14 04:17:26,5.3505,48.5268,78.42,75,56,21.45
512,Hammerfest,NO,2021-07-14 04:23:33,70.6634,23.6821,50.45,100,75,13.8
513,Luza,RU,2021-07-14 04:23:34,60.6308,47.2512,65.26,78,39,2.91
514,Clarence Town,AU,2021-07-14 04:23:34,-32.5833,151.7833,60.06,67,100,8.84
515,Eyl,SO,2021-07-14 04:23:34,7.9803,49.8164,80.42,62,86,30.18
516,Angatuba,BR,2021-07-14 04:23:35,-23.4897,-48.4128,56.55,55,20,3.44
517,Padang,ID,2021-07-14 04:19:03,-0.9492,100.3543,87.85,55,100,2.64
518,Nuuk,GL,2021-07-14 04:18:28,64.1835,-51.7216,56.01,71,75,35.68
519,Tezu,IN,2021-07-14 04:17:14,27.9167,96.1667,80.67,94,100,0.45
520,Vanderhoof,CA,2021-07-14 04:23:35,54.0166,-124.0198,72.12,46,97,3.56
521,Tautira,PF,2021-07-14 04:17:21,-17.7333,-149.15,80.62,77,30,16.53
522,Rocha,UY,2021-07-14 04:18:13,-34.4833,-54.3333,51.78,89,100,6.13
523,Kamaishi,JP,2021-07-14 04:18:00,39.2667,141.8833,83.35,90,86,6.98
524,San Ramon,US,2021-07-14 04:23:35,37.7799,-121.978,64.62,83,1,5.01
525,Neuruppin,DE,2021-07-14 04:23:35,52.9282,12.8031,68.99,95,98,4.99
526,Muscat,OM,2021-07-14 04:23:36,23.6139,58.5922,91.42,70,98,11.14
527,Lugo,ES,2021-07-14 04:23:36,43.0,-7.5,55.47,100,79,2.93
528,Djambala,CG,2021-07-14 04:23:36,-2.5447,14.7533,65.08,58,13,3.36
529,Dhidhdhoo,MV,2021-07-14 04:23:37,6.8833,73.1,82.27,79,54,13.71
530,Nemuro,JP,2021-07-14 04:23:37,43.3236,145.575,75.63,90,33,10.85
531,Bambous Virieux,MU,2021-07-14 04:17:20,-20.3428,57.7575,70.05,88,75,12.66
532,Athabasca,CA,2021-07-14 04:23:37,54.7169,-113.2854,71.29,56,56,5.5
533,Teeli,RU,2021-07-14 04:21:15,51.0333,90.2333,71.37,52,11,3.53
534,Fare,PF,2021-07-14 04:23:38,-16.7,-151.0167,80.19,75,4,18.81
535,Mehamn,NO,2021-07-14 04:17:43,71.0357,27.8492,51.98,93,75,12.66
536,Khiri Mat,TH,2021-07-14 04:23:38,16.8333,99.8,93.94,61,86,4.59
537,Mahanoro,MG,2021-07-14 04:23:38,-19.9,48.8,65.35,81,65,4.5
538,Redmond,US,2021-07-14 04:17:24,47.674,-122.1215,77.09,66,0,5.35
539,Innisfail,AU,2021-07-14 04:23:39,-17.5333,146.0333,78.87,75,52,6.38
540,Rio Grande,BR,2021-07-14 04:18:07,-32.035,-52.0986,56.95,96,100,9.55
541,Juybar,IR,2021-07-14 04:23:39,36.6412,52.9124,82.56,61,10,7.4
542,Kudahuvadhoo,MV,2021-07-14 04:23:39,2.6708,72.8944,81.16,76,100,1.61
543,Zhaodong,CN,2021-07-14 04:23:39,46.0833,125.9833,87.82,85,100,9.01
544,Rockland,US,2021-07-14 04:23:40,41.1668,-74.0496,71.46,96,100,1.66
545,Zakupne,UA,2021-07-14 04:23:40,49.1194,26.3376,69.85,80,0,6.98
546,Kaeo,NZ,2021-07-14 04:18:39,-35.1,173.7833,57.33,57,8,7.16
547,North Bend,US,2021-07-14 04:17:33,43.4065,-124.2243,58.24,89,90,19.57
548,Malayal,PH,2021-07-14 04:23:40,7.208,121.942,84.07,73,32,5.01
549,Hami,CN,2021-07-14 04:17:43,42.8,93.45,91.22,14,8,6.98
550,Yaypan,UZ,2021-07-14 04:23:41,40.3758,70.8156,85.51,29,63,3.94
551,Deputatskiy,RU,2021-07-14 04:23:41,69.3,139.9,64.83,39,66,4.97
552,Carutapera,BR,2021-07-14 04:23:41,-1.195,-46.02,75.49,93,92,5.26
553,Tecoanapa,MX,2021-07-14 04:23:41,16.5167,-98.75,79.84,79,100,4.99
554,La Primavera,CO,2021-07-14 04:23:42,5.4906,-70.4092,72.0,94,94,3.76
555,Filottrano,IT,2021-07-14 04:23:42,43.4355,13.3514,70.41,27,0,8.41
556,Beihai,CN,2021-07-14 04:23:42,21.4833,109.1,88.18,68,76,8.32
557,Gweta,BW,2021-07-14 04:23:42,-20.1833,25.2333,45.28,28,11,8.43
558,Asfi,MA,2021-07-14 04:23:43,32.2994,-9.2372,64.89,81,0,14.25
559,Acajutla,SV,2021-07-14 04:23:43,13.5928,-89.8275,77.81,82,93,3.42
560,Jiuquan,CN,2021-07-14 04:23:43,39.7432,98.5174,69.82,53,100,9.04
561,Kiboga,UG,2021-07-14 04:23:43,0.9161,31.7742,60.94,96,96,1.16
562,Bocas Del Toro,PA,2021-07-14 04:23:44,9.3333,-82.25,80.31,81,68,5.77
563,Romodanovo,RU,2021-07-14 04:20:09,54.4275,45.3296,73.11,70,34,1.39
564,Balakovo,RU,2021-07-14 04:23:44,52.0278,47.8007,73.26,70,38,6.29
565,Changping,CN,2021-07-14 04:23:44,40.2186,116.2197,92.52,58,54,4.7
566,Anloga,GH,2021-07-14 04:23:45,5.7947,0.8973,79.02,83,99,13.27
567,Serenje,ZM,2021-07-14 04:23:45,-13.2325,30.2352,51.6,76,5,4.92
568,Kushiro,JP,2021-07-14 04:23:45,42.975,144.3747,65.35,88,75,5.75
569,Beidao,CN,2021-07-14 04:23:45,34.5686,105.8933,91.38,44,98,9.66
570,Clyde River,CA,2021-07-14 04:18:05,70.4692,-68.5914,39.43,100,90,3.44
