City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Luderitz,NA,-26.6481,15.1594,58.55,78,6,10.11,clear sky
345,Virginia Beach,US,36.8529,-75.978,79.02,88,100,7.4,light rain
346,Klaksvik,FO,62.2266,-6.589,50.92,95,64,12.01,broken clouds
347,Alakurtti,RU,66.9672,30.3491,51.64,87,100,6.98,light rain
348,Luwuk,ID,-0.9516,122.7875,75.33,84,80,4.92,broken clouds
349,Puerto Escondido,MX,15.85,-97.0667,88.09,60,87,5.73,overcast clouds
350,Pemangkat,ID,1.1667,108.9667,79.75,82,79,0.13,broken clouds
351,Verkhnevilyuysk,RU,63.4453,120.3167,60.13,84,100,3.53,overcast clouds
352,Taoudenni,ML,22.6783,-3.9836,107.91,7,18,3.8,few clouds
353,Itacarambi,BR,-15.1022,-44.0919,80.62,27,0,0.54,clear sky
354,Winder,US,33.9926,-83.7202,82.71,75,75,4.61,broken clouds
355,Charters Towers,AU,-20.1,146.2667,56.34,65,7,8.57,clear sky
356,Tuatapere,NZ,-46.1333,167.6833,36.82,88,88,5.46,overcast clouds
357,Safaga,EG,26.7292,33.9365,96.75,34,8,17.09,clear sky
358,Bonavista,CA,48.6499,-53.1147,78.8,71,98,15.26,overcast clouds
359,Quatre Cocos,MU,-20.2078,57.7625,71.71,68,56,21.39,broken clouds
360,Biharamulo,TZ,-2.6319,31.3089,65.57,39,4,4.05,clear sky
361,Gashua,NG,12.871,11.0482,83.26,54,4,9.62,clear sky
362,New Norfolk,AU,-42.7826,147.0587,47.88,80,98,3.24,overcast clouds
363,Bubaque,GW,11.2833,-15.8333,81.19,80,65,12.57,broken clouds
364,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,82.42,32,30,12.08,scattered clouds
365,Bara,NG,10.3744,10.7288,77.16,76,52,8.97,broken clouds
366,Kahului,US,20.8947,-156.47,83.46,77,40,19.57,very heavy rain
367,Maarianhamina,AX,60.0973,19.9348,49.86,93,0,1.14,clear sky
368,Thompson,CA,55.7435,-97.8558,68.16,37,40,5.75,scattered clouds
369,Mizan Teferi,ET,6.9833,35.5833,61.16,97,100,1.5,overcast clouds
370,Tautira,PF,-17.7333,-149.15,78.82,82,100,25.46,light rain
371,Moranbah,AU,-22.0016,148.0466,53.49,47,2,6.02,clear sky
372,Broome,US,42.2506,-75.833,83.17,65,1,3.0,clear sky
373,Lavrentiya,RU,65.5833,-171.0,45.39,99,100,5.06,light rain
374,At-Bashi,KG,41.1702,75.8106,57.94,58,85,2.33,overcast clouds
375,Santa Maria,BR,-29.6842,-53.8069,54.7,54,0,9.22,clear sky
376,Buraydah,SA,26.326,43.975,100.85,14,49,10.36,scattered clouds
377,Sao Felix Do Xingu,BR,-6.6447,-51.995,87.57,32,1,2.77,clear sky
378,Cockburn Town,TC,21.4612,-71.1419,85.96,70,40,12.66,scattered clouds
379,Ulagan,RU,50.6321,87.9563,47.91,90,51,2.53,broken clouds
380,Nara,JP,34.6851,135.8049,79.25,94,44,1.05,scattered clouds
381,Mercedes,AR,-34.6515,-59.4307,53.83,55,0,5.88,clear sky
382,Ahipara,NZ,-35.1667,173.1667,56.32,72,63,6.69,broken clouds
383,Holme,DK,56.1138,10.1725,62.17,80,25,12.93,scattered clouds
384,Mubi,NG,10.2676,13.2644,73.4,77,39,5.06,scattered clouds
385,Tiznit,MA,29.5833,-9.5,77.97,37,0,4.52,clear sky
386,Acoyapa,NI,11.9703,-85.1711,82.49,72,80,16.64,broken clouds
387,Grindavik,IS,63.8424,-22.4338,52.27,93,90,6.91,overcast clouds
388,Saldanha,ZA,-33.0117,17.9442,53.65,74,100,17.9,overcast clouds
389,Eyl,SO,7.9803,49.8164,78.31,73,92,27.47,overcast clouds
390,Inhambane,MZ,-23.865,35.3833,64.83,90,17,5.57,few clouds
391,Riorges,FR,46.0418,4.0497,72.86,91,0,5.1,clear sky
392,Rabo De Peixe,PT,37.8,-25.5833,69.31,88,40,12.66,scattered clouds
393,Lensk,RU,60.7253,114.9278,59.38,83,100,2.8,overcast clouds
394,Laguna,US,38.421,-121.4238,102.02,26,40,4.0,scattered clouds
395,Soyo,AO,-6.1349,12.3689,72.19,85,22,8.79,few clouds
396,Hovd,MN,48.0056,91.6419,62.74,53,3,2.44,clear sky
397,Singleton,AU,-32.5667,151.1833,47.75,78,0,5.99,clear sky
398,Orange Cove,US,36.6244,-119.3137,106.5,26,1,5.75,clear sky
399,Muroto,JP,33.2833,134.15,76.93,85,96,10.65,overcast clouds
400,Auki,SB,-8.7676,160.7034,79.0,79,100,3.96,overcast clouds
401,Berlin,DE,52.5244,13.4105,64.98,68,0,4.0,clear sky
402,Olafsvik,IS,64.8945,-23.7142,53.51,93,100,8.16,overcast clouds
403,Aranda De Duero,ES,41.6704,-3.6892,72.41,39,0,7.7,clear sky
404,Balabac,PH,7.9868,117.0645,82.36,78,100,9.35,overcast clouds
405,Florida,US,28.7505,-82.5001,90.91,69,75,1.01,broken clouds
406,Yulara,AU,-25.2406,130.9889,51.64,54,23,4.61,few clouds
407,Houston,US,29.7633,-95.3633,97.3,61,20,5.01,few clouds
408,Barinas,VE,8.6226,-70.2075,91.44,52,100,2.3,overcast clouds
409,Kushima,JP,31.4583,131.2333,76.66,92,100,10.4,overcast clouds
410,Cranbrook,CA,49.4999,-115.7688,84.04,23,40,4.61,scattered clouds
411,Ternate,ID,0.8,127.4,78.94,83,96,4.41,light rain
412,Pembroke,CA,45.8168,-77.1162,78.78,39,9,7.2,clear sky
413,Central Point,US,42.376,-122.9164,91.42,34,77,5.99,broken clouds
414,Emerald,AU,-23.5333,148.1667,50.99,61,3,8.05,clear sky
415,Rayong,TH,12.8333,101.4333,83.97,99,100,6.78,light rain
416,Barcelos,PT,41.5388,-8.6151,65.84,95,8,3.04,clear sky
417,Jacqueville,CI,5.2052,-4.4146,78.71,81,49,13.8,scattered clouds
418,Katangli,RU,51.7102,143.2326,61.88,77,0,8.99,clear sky
419,Dawlatabad,AF,36.4141,64.9053,81.97,15,0,5.12,clear sky
420,Zhicheng,CN,30.2956,111.5047,76.06,95,100,2.19,light rain
421,San Cristobal,VE,7.7669,-72.225,80.78,84,76,7.16,broken clouds
422,Leighton Buzzard,GB,51.9172,-0.658,76.89,82,40,8.68,scattered clouds
423,Arlit,NE,18.7369,7.3853,95.85,24,61,10.78,broken clouds
424,Port-Gentil,GA,-0.7193,8.7815,75.16,83,75,10.36,broken clouds
425,Inta,RU,66.0317,60.1659,61.52,56,34,10.58,scattered clouds
426,Bitung,ID,1.4451,125.1824,76.05,71,98,6.71,overcast clouds
427,Sibolga,ID,1.7427,98.7792,75.25,84,79,3.78,broken clouds
428,Havre,FR,49.5833,0.3333,72.03,60,0,4.61,clear sky
429,Shache,CN,38.4167,77.2406,67.6,62,87,4.32,overcast clouds
430,Komsomolskiy,UZ,40.4272,71.7189,81.32,34,63,4.61,broken clouds
431,Sunbury,AU,-37.5833,144.7333,50.13,83,75,3.0,broken clouds
432,Simbahan,PH,6.3032,120.5836,82.8,71,85,4.29,overcast clouds
433,Athabasca,CA,54.7169,-113.2854,65.89,42,25,4.54,scattered clouds
434,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,85.5,26,3,2.71,clear sky
435,Tromso,NO,69.6496,18.957,43.45,75,75,4.0,broken clouds
436,Soskovo,RU,52.7475,35.3828,67.01,91,87,2.28,overcast clouds
437,Cayenne,GF,4.9333,-52.3333,86.04,86,0,3.44,clear sky
438,Peruibe,BR,-24.32,-46.9983,58.78,59,0,3.76,clear sky
439,Linguere,SN,15.3953,-15.1193,88.95,40,82,17.69,broken clouds
440,Manokwari,ID,-0.8667,134.0833,77.04,83,91,3.4,overcast clouds
441,Palasbari,IN,26.1361,91.5486,78.08,93,100,1.7,overcast clouds
442,Fort Nelson,CA,58.8053,-122.7002,67.59,60,75,4.61,broken clouds
443,Mattru,SL,7.6244,-11.8332,74.5,97,100,4.0,moderate rain
444,Pisco,PE,-13.7,-76.2167,66.25,72,20,11.5,few clouds
445,Mtambile,TZ,-5.3833,39.7,75.97,76,32,14.54,scattered clouds
446,San Matias,BO,-16.3667,-58.4,76.95,16,0,7.56,clear sky
447,Hun,LY,29.1268,15.9477,84.38,32,2,7.96,clear sky
448,Trojan,PL,53.7897,20.2404,59.29,93,2,5.06,clear sky
449,Mongo,TD,12.1844,18.693,76.68,76,82,6.22,light rain
450,Roseburg,US,43.2165,-123.3417,85.75,35,0,5.01,clear sky
451,Mount Pleasant,US,32.7941,-79.8626,87.1,78,1,1.99,clear sky
452,Mapimi,MX,25.8167,-103.85,89.17,31,6,9.53,clear sky
453,Waterloo,CA,43.4668,-80.5164,85.64,62,20,5.99,haze
454,Kaitangata,NZ,-46.2817,169.8464,44.92,86,30,5.1,scattered clouds
455,Marquette,US,46.5333,-87.6335,86.36,50,35,5.35,scattered clouds
456,Moche,PE,-8.1711,-79.0092,68.18,77,40,9.22,scattered clouds
457,Batagay,RU,67.6333,134.6333,63.45,85,100,5.1,overcast clouds
458,Marienburg,PL,54.0359,19.0266,64.06,89,13,6.33,few clouds
459,Semirom,IR,31.4167,51.5667,72.25,29,99,12.88,overcast clouds
460,Petrolina,BR,-9.3986,-40.5008,89.65,31,0,10.36,clear sky
461,Acari,PE,-15.4311,-74.6158,73.54,52,13,5.46,few clouds
462,San Andres,CO,12.5847,-81.7006,86.02,74,20,18.41,few clouds
463,Somerset East,ZA,-32.7217,25.588,50.99,28,32,3.94,scattered clouds
464,Honiara,SB,-9.4333,159.95,78.08,75,100,4.0,overcast clouds
465,Marsa Matruh,EG,31.3525,27.2453,80.8,74,0,11.5,clear sky
466,Douentza,ML,14.9951,-2.9517,93.25,29,32,5.79,scattered clouds
467,Ufimskiy,RU,56.7084,58.0517,60.46,82,49,2.04,scattered clouds
468,Hurricane,US,37.1753,-113.2899,97.99,39,99,3.67,overcast clouds
469,Kudahuvadhoo,MV,2.6708,72.8944,83.03,72,96,9.37,overcast clouds
470,Ust-Tsilma,RU,65.441,52.1498,60.01,96,100,7.72,overcast clouds
471,Mayumba,GA,-3.432,10.6554,71.83,88,78,8.01,broken clouds
472,Lahat,ID,-3.8,103.5333,72.45,98,97,1.92,overcast clouds
473,Walla Walla,US,46.0646,-118.343,97.41,15,99,8.48,overcast clouds
474,Atasu,KZ,48.6814,71.6433,71.87,46,91,6.31,overcast clouds
475,Cap Malheureux,MU,-19.9842,57.6142,72.09,69,17,10.0,light rain
476,Pithoragarh,IN,29.5833,80.2167,64.15,97,100,0.69,overcast clouds
477,Malihabad,IN,26.9167,80.7167,80.51,76,100,5.21,light rain
478,Bocas Del Toro,PA,9.3333,-82.25,90.07,77,97,7.99,overcast clouds
479,Balikpapan,ID,-1.2675,116.8289,76.98,87,24,5.61,few clouds
480,Raga,SS,8.4596,25.678,68.59,97,36,4.18,scattered clouds
481,Montepuez,MZ,-13.1256,38.9997,65.41,70,28,5.5,scattered clouds
482,Tomakomai,JP,42.6369,141.6033,75.16,94,40,4.61,scattered clouds
483,Abnub,EG,27.2696,31.1511,95.22,19,0,13.98,clear sky
484,Luorong,CN,24.4058,109.6086,78.17,87,100,2.24,overcast clouds
485,Grand Gaube,MU,-20.0064,57.6608,72.0,69,20,10.0,light rain
486,Kismayo,SO,-0.3582,42.5454,76.82,81,71,17.07,broken clouds
487,Evensk,RU,61.95,159.2333,59.79,62,100,6.29,overcast clouds
488,Amahai,ID,-3.3333,128.9167,76.37,91,98,2.68,overcast clouds
489,Oktyabrskoye,RU,43.0645,44.7417,71.74,78,24,6.71,few clouds
490,Lins,BR,-21.6786,-49.7425,57.92,17,99,8.19,overcast clouds
491,Upata,VE,8.0086,-62.3989,79.2,92,80,5.95,broken clouds
492,Rexburg,US,43.826,-111.7897,97.34,10,100,13.49,overcast clouds
493,Kutum,SD,14.2,24.6667,75.18,64,88,19.93,overcast clouds
494,Alta Floresta,BR,-9.8756,-56.0861,89.42,37,0,5.75,clear sky
495,Touros,BR,-5.1989,-35.4608,76.1,80,42,13.51,scattered clouds
496,Enniscorthy,IE,52.5008,-6.5578,70.45,94,1,3.24,clear sky
497,Custoias,PT,41.1053,-7.321,72.36,56,0,5.84,clear sky
498,Cabo San Lucas,MX,22.8909,-109.9124,98.62,63,1,14.38,clear sky
499,Jalu,LY,29.0331,21.5482,83.37,43,0,13.82,clear sky
500,Flagstaff,US,35.1981,-111.6513,84.88,62,75,1.01,thunderstorm
501,Kavaratti,IN,10.5669,72.642,82.08,76,94,17.92,overcast clouds
502,Yokadouma,CM,3.5167,15.05,69.73,96,53,1.7,broken clouds
503,Teya,RU,60.3778,92.6267,55.04,92,91,7.14,overcast clouds
504,Ibra,OM,22.6906,58.5334,83.79,62,52,8.57,broken clouds
505,Puerto Cabezas,NI,14.0351,-83.3888,82.36,89,40,11.5,scattered clouds
506,Amanganj,IN,24.4333,80.0333,82.67,73,100,8.34,light rain
507,Atambua,ID,-9.1061,124.8925,68.97,90,12,5.41,few clouds
508,Cayhagan,PH,9.6697,122.4256,80.13,84,100,10.42,overcast clouds
509,Matara,LK,5.9485,80.5353,79.54,82,99,13.6,overcast clouds
510,Provideniya,RU,64.3833,-173.3,48.31,87,90,6.71,light rain
511,Kapuskasing,CA,49.4169,-82.4331,60.8,88,90,6.91,mist
512,Elesbao Veloso,BR,-6.2019,-42.1403,90.21,27,52,4.25,broken clouds
513,San Severo,IT,41.6897,15.376,70.66,86,20,5.5,few clouds
514,Chantada,ES,42.6088,-7.7712,73.62,73,0,2.66,clear sky
515,Praya,CV,14.9215,-23.5087,77.54,83,75,9.22,broken clouds
516,Salekhard,RU,66.53,66.6019,57.83,72,91,6.13,overcast clouds
517,Kyshtovka,RU,56.555,76.6271,55.71,88,98,3.13,overcast clouds
518,Dhidhdhoo,MV,6.8833,73.1,82.74,75,82,13.09,broken clouds
519,Ranong,TH,9.9658,98.6348,79.61,87,100,12.86,overcast clouds
520,La Union,PE,-5.4,-80.75,74.88,59,0,14.92,clear sky
521,Segovia,ES,41.1667,-4.0,81.82,27,0,2.21,clear sky
522,Harnosand,SE,62.6323,17.9379,57.99,60,100,10.76,overcast clouds
523,Sumbe,AO,-11.2061,13.8437,69.48,87,23,6.78,few clouds
524,Xuddur,SO,4.1213,43.8894,72.79,64,100,18.54,overcast clouds
525,Tahta,EG,26.7693,31.5021,97.12,17,0,14.27,clear sky
526,Dzilam Gonzalez,MX,21.2833,-88.9333,86.77,63,81,10.31,broken clouds
527,La Ciotat,FR,43.1748,5.6045,81.37,83,1,1.28,clear sky
528,Luzhou,CN,28.8724,105.4405,74.19,94,84,2.53,light rain
529,Angatuba,BR,-23.4897,-48.4128,52.38,44,55,5.1,broken clouds
530,Jibuti,DJ,11.5,42.5,91.71,36,100,2.59,overcast clouds
531,Along,IN,28.1667,94.7667,75.36,99,100,1.57,overcast clouds
532,Kuna,US,43.4918,-116.4201,95.83,27,100,1.01,overcast clouds
533,Langenburg,DE,49.2544,9.8458,65.1,75,40,8.05,scattered clouds
534,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,69,99,18.99,overcast clouds
535,Salinopolis,BR,-0.6136,-47.3561,78.8,86,6,9.26,clear sky
536,Pierre,US,44.3683,-100.351,97.29,34,0,1.99,clear sky
537,Hambantota,LK,6.1241,81.1185,80.67,79,100,19.77,overcast clouds
538,Karangampel,ID,-6.4622,108.4519,78.1,82,15,5.17,few clouds
539,Longonjo,AO,-12.9067,15.2533,61.92,39,54,2.73,broken clouds
540,Hegang,CN,47.4,130.3667,69.96,92,55,1.92,broken clouds
541,Port Blair,IN,11.6667,92.75,80.92,86,100,19.22,overcast clouds
542,Stornoway,GB,58.2093,-6.3865,58.93,94,90,6.91,overcast clouds
543,Vila Velha,BR,-20.3297,-40.2925,71.55,78,75,13.8,broken clouds
544,Straoane,RO,45.9333,27.05,68.13,90,78,9.82,light rain
545,Assiniboia,CA,49.6334,-105.9845,87.71,31,93,16.91,overcast clouds
546,Astana,KZ,51.1801,71.446,57.15,82,20,8.95,moderate rain
547,Hay River,CA,60.8156,-115.7999,66.18,59,75,9.22,smoke
548,Haines Junction,CA,60.7522,-137.5108,67.95,52,36,4.61,scattered clouds
549,Hoi An,VN,15.8794,108.335,82.36,88,100,11.99,light rain
550,Bowen,AU,-20.0167,148.2333,48.42,83,5,6.44,clear sky
551,Nishihara,JP,26.1842,127.7558,78.08,89,75,18.41,light rain
552,Yelizovo,RU,53.1873,158.3805,55.54,100,90,2.24,light rain
553,Tazmalt,DZ,36.3868,4.3989,74.61,57,0,4.54,clear sky
554,Vardo,NO,70.3705,31.1107,48.4,93,75,9.22,light rain
555,Maniitsoq,GL,65.4167,-52.9,42.17,92,100,21.92,overcast clouds
556,La Carolina,ES,38.2756,-3.6153,81.23,26,0,7.38,clear sky
557,Merauke,ID,-8.4667,140.3333,76.12,83,99,13.24,overcast clouds
558,Shenjiamen,CN,29.9576,122.298,79.72,90,34,11.34,scattered clouds
559,Mabaruma,GY,8.2,-59.7833,79.03,85,100,6.29,overcast clouds
560,Mujiayingzi,CN,42.1167,118.7833,68.85,92,3,4.76,clear sky
561,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.19,100,90,2.24,light rain
562,Ust-Maya,RU,60.4167,134.5333,65.46,72,100,2.98,overcast clouds
563,Fare,PF,-16.7,-151.0167,78.3,77,100,23.71,light rain
564,Quartucciu,IT,39.2519,9.1794,78.01,63,0,4.61,clear sky
565,Namie,JP,37.4833,141.0,75.78,98,45,2.53,scattered clouds
566,Poum,NC,-20.2333,164.0167,70.92,84,99,6.46,overcast clouds
567,Babu,CN,24.4167,111.5167,76.69,92,100,1.68,overcast clouds
568,Durham,US,36.0335,-78.8664,78.26,86,90,1.01,overcast clouds
569,Vulcan,RO,45.3833,23.2667,63.0,94,100,0.83,overcast clouds
570,Dali,CN,25.7,100.1833,62.37,80,0,1.34,clear sky
571,Chimore,BO,-16.9833,-65.1333,69.53,49,69,0.54,broken clouds
572,Porto Walter,BR,-8.2686,-72.7439,82.2,50,12,5.77,few clouds
573,Alexandria,EG,31.2156,29.9553,82.94,78,0,9.22,clear sky
574,Whitehorse,CA,60.7161,-135.0538,72.37,43,40,4.0,scattered clouds
575,Fengzhen,CN,40.4394,113.1536,67.14,88,18,4.38,few clouds
576,Muncar,ID,-8.4333,114.3333,75.74,84,47,2.28,scattered clouds
577,Tateyama,JP,34.9833,139.8667,82.02,83,4,4.94,clear sky
578,Itoman,JP,26.1247,127.6694,78.82,89,75,18.41,broken clouds
579,Fenelon Falls,CA,44.5334,-78.7496,82.09,44,67,11.72,broken clouds
580,Modakeke,NG,7.3833,4.2667,71.28,95,37,4.07,scattered clouds
581,Nyagan,RU,62.1406,65.3936,58.23,59,9,3.49,clear sky
582,Gorontalo,ID,0.5412,123.0595,72.12,82,76,2.3,broken clouds
583,Okato,NZ,-39.2,173.8833,47.68,86,25,6.15,scattered clouds
584,Mezen,RU,65.8522,44.24,50.14,83,72,2.73,broken clouds
585,Auriflama,BR,-20.6856,-50.5547,57.85,16,9,5.37,clear sky
586,Muros,ES,42.7762,-9.0603,68.09,82,4,4.21,clear sky
587,Awjilah,LY,29.1081,21.2869,82.76,45,0,12.71,clear sky
588,Rio Grande,BR,-32.035,-52.0986,53.71,74,16,13.94,few clouds
589,Sioux Lookout,CA,50.1001,-91.917,70.18,88,90,9.22,smoke
590,Micheweni,TZ,-4.9667,39.8333,76.01,76,48,14.23,scattered clouds
591,Pringsewu,ID,-5.3582,104.9744,72.48,97,38,2.73,scattered clouds
592,Fatehabad,IN,29.5167,75.45,80.76,85,97,8.79,overcast clouds
593,Bakchar,RU,57.0186,82.0711,52.72,96,2,3.2,clear sky
594,Mecca,SA,21.4267,39.8261,89.71,31,100,1.81,overcast clouds
595,Mangrol,IN,21.1167,70.1167,82.69,82,97,21.52,overcast clouds
596,Yerbogachen,RU,61.2767,108.0108,57.7,67,22,3.15,few clouds
597,Murom,RU,55.5656,42.0417,65.98,93,25,1.34,scattered clouds
598,Lasa,IT,46.6166,10.7002,65.35,78,23,4.81,few clouds
599,Hebi,CN,35.8992,114.1925,73.63,92,100,4.47,moderate rain
600,Gurupa,BR,-1.405,-51.64,83.41,66,51,1.72,broken clouds
601,Sirjan,IR,29.452,55.6814,79.03,39,9,3.06,clear sky
602,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,87,78,10.54,broken clouds
603,Batemans Bay,AU,-35.7167,150.1833,41.92,64,27,6.6,scattered clouds
604,Lakes Entrance,AU,-37.8811,147.981,53.19,64,88,13.2,overcast clouds
605,Canyon Lake,US,29.8752,-98.2625,97.74,53,100,1.01,overcast clouds
606,Kokopo,PG,-4.352,152.2633,76.69,86,94,6.13,light rain
607,Dobryanka,RU,58.4619,56.4165,58.86,74,89,4.85,overcast clouds
608,Kindu,CD,-2.95,25.95,74.64,41,7,1.05,clear sky
609,Roura,GF,4.7263,-52.3274,85.91,70,0,3.44,clear sky
610,Tual,ID,-5.6667,132.75,80.24,83,87,21.32,overcast clouds
611,Kokstad,ZA,-30.5472,29.4241,45.66,31,0,3.98,clear sky
612,Tanete,ID,-3.9443,119.7848,74.03,89,44,5.77,scattered clouds
613,Koratla,IN,18.8167,78.7167,75.29,91,99,15.48,overcast clouds
614,Lujan,AR,-34.5703,-59.105,55.31,59,0,5.66,clear sky
615,Westport,US,41.1415,-73.3579,83.01,78,90,1.01,overcast clouds
616,Clinton,US,42.587,-82.9199,90.28,62,0,1.01,clear sky
617,Strzelin,PL,50.7816,17.0648,62.22,73,23,4.92,few clouds
618,Daru,PG,-9.0763,143.2092,77.29,83,100,14.09,overcast clouds
619,Buala,SB,-8.145,159.5921,79.84,80,60,4.68,broken clouds
620,Hualmay,PE,-11.0964,-77.6139,67.57,70,21,11.14,few clouds
621,Usinsk,RU,65.9939,57.5281,64.29,55,99,14.23,overcast clouds
622,Iralaya,HN,15.0,-83.2333,80.69,85,100,13.47,overcast clouds
623,Farmington,US,36.7281,-108.2187,92.7,24,34,6.8,scattered clouds
624,Hyeres,FR,43.1167,6.1167,81.25,59,0,5.75,clear sky
625,Chikhli,IN,20.35,76.25,74.21,86,100,13.11,moderate rain
626,Riberalta,BO,-10.9833,-66.1,79.0,44,13,20.71,few clouds
627,Jertih,MY,5.7336,102.4897,78.67,92,100,3.33,overcast clouds
628,Gubkinskiy,RU,64.434,76.5026,53.65,81,0,9.31,clear sky
629,Moyale,KE,3.5167,39.0584,68.52,56,98,3.15,overcast clouds
630,Mahdalynivka,UA,48.921,34.9156,75.76,65,30,7.36,scattered clouds
631,Dutse,NG,11.7594,9.3392,77.25,70,14,11.79,few clouds
632,Kibre Mengist,ET,5.8833,38.9833,58.59,82,99,1.9,overcast clouds
633,Black River,JM,18.0264,-77.8487,86.0,59,67,15.39,broken clouds
634,Platteville,US,42.7342,-90.4785,85.59,54,75,0.0,broken clouds
635,Hearst,CA,49.6835,-83.6665,57.45,66,100,11.14,overcast clouds
636,Karur,IN,10.95,78.0833,78.66,68,99,17.0,overcast clouds
637,Goose Creek,US,32.981,-80.0326,86.99,73,100,1.01,overcast clouds
638,Parrita,CR,9.5201,-84.3225,94.77,80,98,4.14,overcast clouds
639,Impfondo,CG,1.6381,18.0667,74.93,75,100,2.55,overcast clouds
640,Bagan,RU,54.1001,77.6646,57.65,76,95,4.12,overcast clouds
641,Rudnyy,KZ,52.9594,63.1206,62.2,89,0,5.99,clear sky
642,Buhe,CN,30.2876,112.2298,75.2,97,98,4.74,light rain
643,Svobodnyy,RU,51.4,128.1333,69.21,98,84,6.24,moderate rain
644,Heihe,CN,50.2441,127.4902,68.58,94,27,3.67,scattered clouds
645,Bantry,IE,51.6833,-9.45,67.48,88,0,1.68,clear sky
646,Leshukonskoye,RU,64.8989,45.7622,50.22,87,58,4.72,broken clouds
647,Luanda,AO,-8.8368,13.2343,73.4,83,40,9.22,scattered clouds
648,Zhezkazgan,KZ,47.8043,67.7144,74.3,52,100,6.71,overcast clouds
649,Zarate,AR,-34.0981,-59.0286,55.11,61,3,3.8,clear sky
650,Chernyshevskiy,RU,63.0128,112.4714,61.74,61,100,1.05,overcast clouds
651,Nizhniy Tsasuchey,RU,50.5167,115.1333,63.61,94,21,6.69,few clouds
652,Kailua,US,21.4022,-157.7394,85.98,70,17,23.91,few clouds
653,Igra,RU,57.5558,53.0547,63.21,79,23,5.75,few clouds
654,Launceston,AU,-41.45,147.1667,47.8,94,90,4.0,light rain
655,North Las Vegas,US,36.1989,-115.1175,98.71,36,2,3.0,clear sky
656,Tigre,AR,-34.426,-58.5796,55.54,52,0,5.75,clear sky
657,Mokrousovo,RU,55.8103,66.7653,58.19,94,59,4.18,broken clouds
658,Alappuzha,IN,9.49,76.3264,78.28,86,92,10.22,overcast clouds
659,Noyabrsk,RU,63.1994,75.4507,55.17,87,33,2.59,scattered clouds
660,Smithers,CA,54.7804,-127.1743,68.32,49,40,3.44,light rain
661,Weiser,US,44.251,-116.9693,100.31,22,100,10.89,overcast clouds
662,Westerland,DE,54.9079,8.3033,59.02,72,75,12.66,broken clouds
663,Bhitarwar,IN,25.8,78.1167,84.9,69,100,5.37,overcast clouds
664,Kalmunai,LK,7.4167,81.8167,81.25,73,100,5.39,overcast clouds
665,Schkeuditz,DE,51.4,12.2167,65.05,63,0,5.75,clear sky
666,Lima,PE,-12.0432,-77.0282,64.65,68,90,10.36,overcast clouds
667,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,83,90,12.66,overcast clouds
668,Garowe,SO,8.4054,48.4845,80.22,51,100,27.34,overcast clouds
669,Nefteyugansk,RU,61.0998,72.6035,64.65,89,87,8.05,overcast clouds
670,Magadi,IN,12.9667,77.2333,70.14,89,63,12.82,broken clouds
671,San Vicente,AR,-26.6167,-54.1333,45.41,67,95,3.31,overcast clouds
672,Koppies,ZA,-27.2418,27.5742,44.2,22,0,1.68,clear sky
673,Haverfordwest,GB,51.8017,-4.9691,68.56,80,0,1.83,clear sky
674,Nioro,GM,13.35,-15.75,81.64,74,67,10.09,broken clouds
675,Palmer,US,42.1584,-72.3287,75.85,78,90,0.0,overcast clouds
676,Goya,AR,-29.14,-59.2626,51.73,41,1,2.42,clear sky
677,Mporokoso,ZM,-9.3727,30.125,55.8,48,0,3.74,clear sky
678,Akdepe,TM,42.0551,59.3788,89.6,19,34,7.47,scattered clouds
679,Benguela,AO,-12.5763,13.4055,68.27,87,10,2.57,clear sky
680,Son Tay,VN,21.1378,105.505,78.73,97,100,3.58,overcast clouds
681,Padang,ID,-0.9492,100.3543,76.66,80,100,4.05,overcast clouds
682,Morehead,US,37.2711,-87.1764,85.32,58,1,1.99,clear sky
683,Cururupu,BR,-1.8283,-44.8683,76.75,87,32,3.24,scattered clouds
684,Ciudad Bolivar,VE,8.1222,-63.5497,84.49,66,77,9.08,broken clouds
685,Tupik,RU,54.4253,119.9327,57.42,97,99,2.35,overcast clouds
686,Nador,MA,35.174,-2.9287,80.67,53,0,13.8,clear sky
687,Leh,IN,34.1667,77.5833,63.54,50,16,3.15,few clouds
688,Olinda,BR,-8.0089,-34.8553,73.13,83,75,4.61,broken clouds
689,Mayo,US,38.8876,-76.5119,91.38,61,75,7.0,broken clouds
690,Chingirlau,KZ,51.095,54.0814,78.3,39,16,7.34,few clouds
691,Poronaysk,RU,49.2167,143.1167,68.4,66,5,3.78,clear sky
692,The Valley,AI,18.217,-63.0578,86.14,70,40,17.27,haze
693,Saint-Francois,FR,46.4154,3.9054,69.67,70,0,4.61,clear sky
694,Vrede,ZA,-27.4257,29.1659,38.97,29,0,2.82,clear sky
695,Solnechnyy,RU,50.7214,136.6319,71.29,76,99,0.96,overcast clouds
696,Dakar,SN,14.6937,-17.4441,81.48,78,40,9.22,scattered clouds
